City_ID,City,Country,Lat,Lng,Max Temp (F),% Humidity,% Cloudiness,Wind Speed (mph),Current Description,Rain (inches),Snow (inches)
297,Marabba,SD,12.35,32.18,85.39,47,88,7.4,overcast clouds,0.0,0.0
298,Sistranda,NO,63.73,8.83,69.8,68,75,10.29,shower rain,0.0,0.0
299,General Roca,AR,-39.03,-67.58,37.4,100,90,11.41,mist,0.0,0.0
300,Carutapera,BR,-1.2,-46.02,79.86,90,82,7.96,light rain,0.46,0.0
301,Bosobolo,CD,4.18,19.9,71.89,91,100,1.48,overcast clouds,0.0,0.0
302,Timra,SE,62.49,17.33,64.0,55,17,4.7,few clouds,0.0,0.0
303,Eberswalde,DE,52.83,13.82,68.0,70,100,3.31,overcast clouds,0.0,0.0
304,Conceicao Da Barra,BR,-18.59,-39.73,73.69,80,1,11.3,clear sky,0.0,0.0
305,Urubamba,PE,-13.3,-72.12,68.0,16,20,9.17,few clouds,0.0,0.0
306,Kuvandyk,RU,51.48,57.36,49.26,86,54,3.62,broken clouds,0.0,0.0
307,Bongandanga,CD,1.5,21.05,75.13,83,100,1.48,light rain,0.71,0.0
308,Necochea,AR,-38.55,-58.74,48.0,75,100,3.67,overcast clouds,0.0,0.0
309,Sinnamary,GF,5.38,-52.95,82.11,79,94,5.44,light rain,0.69,0.0
310,San Carlos De Bariloche,AR,-41.15,-71.31,32.0,94,90,10.29,shower rain,0.0,0.0
311,Raudeberg,NO,61.99,5.14,59.0,90,100,7.38,light rain,0.84,0.0
312,Kongolo,CD,-5.38,27.0,80.35,42,48,3.29,scattered clouds,0.0,0.0
313,Xichang,CN,27.9,102.26,69.21,81,100,0.25,moderate rain,1.05,0.0
314,Jalu,LY,29.03,21.55,81.25,42,0,15.55,clear sky,0.0,0.0
315,Whakatane,NZ,-37.96,176.99,44.01,99,50,1.68,light rain,0.13,0.0
316,Bubaque,GW,11.28,-15.83,82.02,79,71,13.47,broken clouds,0.0,0.0
317,Namibe,AO,-15.2,12.15,66.42,74,0,3.29,clear sky,0.0,0.0
318,Martvili,GE,42.41,42.38,71.6,83,40,3.36,scattered clouds,0.0,0.0
319,Soyo,AO,-6.13,12.37,73.09,80,0,10.25,clear sky,0.0,0.0
320,Kihei,US,20.79,-156.47,84.2,54,20,12.75,few clouds,0.0,0.0
321,Otavi,NA,-19.65,17.33,56.79,31,0,8.3,clear sky,0.0,0.0
322,Yerbogachen,RU,61.28,108.01,60.1,76,9,4.05,clear sky,0.0,0.0
323,Port Lincoln,AU,-34.73,135.87,51.19,57,0,12.59,clear sky,0.0,0.0
324,Natal,BR,-5.79,-35.21,82.4,74,20,17.22,few clouds,0.0,0.0
325,Baiyin,CN,36.56,104.21,69.01,47,99,6.71,overcast clouds,0.0,0.0
326,Saint-Georges,GD,12.06,-61.75,87.8,66,20,17.22,few clouds,0.0,0.0
327,Maragogi,BR,-9.01,-35.22,75.99,85,92,11.23,light rain,0.74,0.0
328,Nizhneivkino,RU,58.19,49.52,44.04,95,0,6.11,clear sky,0.0,0.0
329,Muroto,JP,33.28,134.15,73.29,84,0,8.14,clear sky,0.0,0.0
330,Kosai,JP,34.71,137.53,71.01,89,0,9.82,clear sky,0.0,0.0
331,Sept-Iles,CA,50.2,-66.38,62.6,77,90,13.87,overcast clouds,0.0,0.0
332,Carnarvon,AU,-24.87,113.63,69.8,77,17,10.29,few clouds,0.0,0.0
333,Banda Aceh,ID,5.56,95.32,79.2,82,98,9.48,overcast clouds,0.0,0.0
334,College,US,64.86,-147.8,66.0,52,75,4.09,broken clouds,0.0,0.0
335,Kimbe,PG,-5.55,150.14,75.27,88,37,4.38,scattered clouds,0.0,0.0
336,Port Saint Lucie,US,27.29,-80.35,95.0,55,20,12.75,few clouds,0.0,0.0
337,Muros,ES,42.78,-9.06,64.99,93,41,3.0,scattered clouds,0.0,0.0
338,Norman Wells,CA,65.28,-126.83,69.8,32,20,3.36,few clouds,0.0,0.0
339,Geraldton,AU,-28.77,114.6,66.2,68,90,18.34,overcast clouds,0.0,0.0
340,Grand Gaube,MU,-20.01,57.66,73.0,77,55,3.0,broken clouds,0.0,0.0
341,Kutum,SD,14.2,24.67,85.51,24,100,5.5,overcast clouds,0.0,0.0
342,Puerto Baquerizo Moreno,EC,-0.9,-89.6,77.0,73,75,11.41,broken clouds,0.0,0.0
343,Constitucion,CL,-35.33,-72.42,55.27,90,100,20.49,moderate rain,2.62,0.0
344,Xingyi,CN,24.19,102.82,62.4,97,98,3.76,overcast clouds,0.0,0.0
345,Waipawa,NZ,-41.41,175.52,50.0,93,90,6.93,shower rain,0.0,0.0
346,Waw,SS,7.7,28.0,75.02,74,54,1.66,broken clouds,0.0,0.0
347,Davila,PH,18.47,120.58,80.31,81,100,9.89,overcast clouds,0.0,0.0
348,Mapiripan,CO,2.89,-72.13,74.46,95,100,2.24,moderate rain,1.36,0.0
349,Katsuura,JP,35.13,140.3,70.0,88,20,5.82,few clouds,0.0,0.0
350,Adrar,MR,20.5,-10.07,104.4,7,12,10.29,few clouds,0.0,0.0
351,Salalah,OM,17.02,54.09,84.2,89,75,8.05,broken clouds,0.0,0.0
352,Tual,ID,-5.67,132.75,79.43,80,89,21.47,overcast clouds,0.0,0.0
353,Yulin,CN,22.63,110.15,77.05,94,91,6.71,overcast clouds,0.0,0.0
354,Monrovia,LR,6.3,-10.8,78.8,88,75,4.7,broken clouds,0.0,0.0
355,Novyye Burasy,RU,52.13,46.07,72.0,60,35,1.83,scattered clouds,0.0,0.0
356,Turukhansk,RU,65.82,87.98,63.01,89,46,12.64,light rain,0.37,0.0
357,Vila Velha,BR,-20.33,-40.29,73.4,73,75,12.75,broken clouds,0.0,0.0
358,Payo,ID,-3.75,103.64,72.09,95,60,2.21,broken clouds,0.0,0.0
359,Beyneu,KZ,45.32,55.2,75.94,29,0,9.84,clear sky,0.0,0.0
360,Marsa Matruh,EG,31.35,27.25,75.2,78,0,8.05,clear sky,0.0,0.0
361,Hovd,MN,48.01,91.64,67.17,41,28,6.53,scattered clouds,0.0,0.0
362,Taltal,CL,-25.4,-70.48,63.41,59,100,3.6,overcast clouds,0.0,0.0
363,Arrifes,PT,37.77,-25.7,71.6,78,40,5.82,scattered clouds,0.0,0.0
364,Yenagoa,NG,4.92,6.26,74.62,92,100,5.26,overcast clouds,0.0,0.0
365,Coquimbo,CL,-29.95,-71.34,55.4,82,75,14.99,broken clouds,0.0,0.0
366,Inirida,CO,3.87,-67.92,81.81,88,55,2.55,moderate rain,1.63,0.0
367,Sao Jose Da Coroa Grande,BR,-8.9,-35.15,76.42,84,53,11.16,light rain,0.61,0.0
368,Mahebourg,MU,-20.41,57.7,71.6,83,40,6.93,scattered clouds,0.0,0.0
369,Sanchor,IN,24.76,71.77,90.18,66,64,16.87,broken clouds,0.0,0.0
370,Calvia,ES,39.57,2.51,78.8,78,0,5.82,clear sky,0.0,0.0
371,Labuhan,ID,-6.88,112.21,75.97,86,0,5.44,clear sky,0.0,0.0
372,Asau,RO,46.43,26.4,64.99,88,77,5.12,broken clouds,0.0,0.0
373,Namatanai,PG,-3.67,152.43,79.7,79,55,7.2,broken clouds,0.0,0.0
374,San Juan Sacatepequez,GT,14.72,-90.64,66.2,82,75,6.93,light intensity drizzle,0.0,0.0
375,Aklavik,CA,68.22,-135.01,60.8,48,20,2.24,few clouds,0.0,0.0
376,Yulara,AU,-25.24,130.99,44.6,45,0,6.93,clear sky,0.0,0.0
377,Pokhara,NP,28.23,83.98,71.17,83,98,1.21,moderate rain,1.1,0.0
378,Puerto Madryn,AR,-42.77,-65.04,42.33,65,100,5.46,overcast clouds,0.0,0.0
379,Belaya Gora,RU,68.53,146.42,61.79,39,68,7.4,light rain,0.18,0.0
380,Kidal,ML,18.44,1.41,96.1,11,0,10.33,clear sky,0.0,0.0
381,Kirakira,SB,-10.45,161.92,79.0,80,28,5.99,light rain,0.59,0.0
382,Havre-Saint-Pierre,CA,50.23,-63.6,62.6,77,90,14.99,overcast clouds,0.0,0.0
383,Hamilton,US,39.18,-84.53,84.99,78,40,3.36,light rain,0.25,0.0
384,Odweyne,SO,9.41,45.06,77.52,52,45,17.09,scattered clouds,0.0,0.0
385,Santa Rosa,PH,14.31,121.11,80.01,94,75,2.24,broken clouds,0.0,0.0
386,Iqaluit,CA,63.75,-68.51,41.0,80,75,6.93,broken clouds,0.0,0.0
387,Hastings,GB,50.86,0.57,61.0,74,25,8.01,scattered clouds,0.0,0.0
388,Tautira,PF,-17.73,-149.15,80.6,57,40,4.7,scattered clouds,0.0,0.0
389,Acapulco,MX,16.86,-99.89,89.6,62,20,9.17,few clouds,0.0,0.0
390,Mattru,SL,7.62,-11.83,74.55,97,100,3.47,light rain,0.56,0.0
391,Caraballeda,VE,10.61,-66.85,87.8,70,20,8.05,dust,0.0,0.0
392,Praia,CV,14.92,-23.51,80.6,65,20,14.99,few clouds,0.0,0.0
393,Wajir,KE,1.75,40.06,80.38,63,12,19.69,few clouds,0.0,0.0
394,Nizwa,OM,22.93,57.53,84.9,57,95,5.66,overcast clouds,0.0,0.0
395,Kuito,AO,-12.38,16.93,57.63,37,0,0.81,clear sky,0.0,0.0
396,Araouane,ML,18.9,-3.53,104.05,10,12,7.05,few clouds,0.0,0.0
397,Huarmey,PE,-10.07,-78.15,68.63,67,46,9.08,scattered clouds,0.0,0.0
398,Sao Gabriel Da Cachoeira,BR,-0.13,-67.09,82.6,86,87,0.83,moderate rain,1.61,0.0
399,Mayor Pablo Lagerenza,PY,-19.93,-60.77,70.09,44,81,5.88,broken clouds,0.0,0.0
400,Yarkovo,RU,57.4,67.08,51.08,98,100,6.51,light rain,0.28,0.0
401,Tubli,PH,13.93,124.15,78.48,84,100,6.87,light rain,0.24,0.0
402,Lwowek Slaski,PL,51.11,15.59,70.0,83,3,6.24,clear sky,0.0,0.0
403,Hofn,IS,64.25,-15.21,57.18,63,100,20.11,overcast clouds,0.0,0.0
404,Luganville,VU,-15.53,167.17,77.0,88,75,4.7,broken clouds,0.0,0.0
405,Saskylakh,RU,71.92,114.08,72.84,50,5,5.82,clear sky,0.0,0.0
406,Rocha,UY,-34.48,-54.33,49.84,82,71,6.13,broken clouds,0.0,0.0
407,Yanam,IN,16.73,82.22,82.89,85,100,4.43,overcast clouds,0.0,0.0
408,Amahai,ID,-3.33,128.92,80.01,97,99,2.33,overcast clouds,0.0,0.0
409,Bonthe,SL,7.53,-12.51,77.11,89,100,6.85,moderate rain,1.47,0.0
410,Impfondo,CG,1.64,18.07,74.39,89,100,0.43,moderate rain,1.29,0.0
411,Chimore,BO,-16.98,-65.13,61.63,72,100,0.85,overcast clouds,0.0,0.0
412,Lewisporte,CA,49.25,-55.05,71.01,73,75,11.41,shower rain,0.0,0.0
413,Taiobeiras,BR,-15.81,-42.23,71.37,59,47,5.99,scattered clouds,0.0,0.0
414,Cidreira,BR,-30.18,-50.21,56.82,62,0,6.29,clear sky,0.0,0.0
415,Ibra,OM,22.69,58.53,82.47,67,39,6.26,scattered clouds,0.0,0.0
416,Pelym,RU,61.01,62.0,49.62,73,100,6.02,overcast clouds,0.0,0.0
417,Malangwa,NP,26.86,85.56,79.95,82,82,4.83,light rain,0.27,0.0
418,Ouro Preto Do Oeste,BR,-10.75,-62.22,86.11,58,0,3.56,clear sky,0.0,0.0
419,Mizdah,LY,31.45,12.98,86.5,24,0,12.3,clear sky,0.0,0.0
420,Fairbanks,US,64.84,-147.72,68.0,42,20,4.21,few clouds,0.0,0.0
421,Bowen,AU,-20.02,148.23,64.99,93,90,1.12,overcast clouds,0.0,0.0
422,Antanifotsy,MG,-19.65,47.32,50.9,79,0,1.54,clear sky,0.0,0.0
423,Akyab,MM,20.15,92.9,81.54,83,100,5.41,moderate rain,1.11,0.0
424,Almeirim,BR,-1.52,-52.58,85.28,65,72,3.74,broken clouds,0.0,0.0
425,Oranjestad,AW,12.52,-70.03,87.8,66,40,27.51,scattered clouds,0.0,0.0
426,Alice Springs,AU,-23.7,133.88,33.8,55,0,4.45,clear sky,0.0,0.0
427,Beloha,MG,-25.17,45.05,64.0,94,0,2.17,clear sky,0.0,0.0
428,Strezhevoy,RU,60.73,77.59,55.4,93,75,15.66,light intensity shower rain,0.0,0.0
429,Dongobesh,TZ,-4.07,35.38,56.84,83,24,9.33,few clouds,0.0,0.0
430,Mahibadhoo,MV,3.78,72.97,83.41,79,26,13.09,scattered clouds,0.0,0.0
431,Toamasina,MG,-18.17,49.38,68.0,94,20,5.73,few clouds,0.0,0.0
432,Bandundu,CD,-3.32,17.37,82.47,44,28,3.09,scattered clouds,0.0,0.0
433,Flinders,AU,-34.58,150.86,51.01,89,68,8.19,broken clouds,0.0,0.0
434,Tuatapere,NZ,-46.13,167.68,46.83,85,100,10.09,light rain,0.34,0.0
435,Bathsheba,BB,13.22,-59.52,86.0,74,20,16.11,few clouds,0.0,0.0
436,Atasu,KZ,48.68,71.64,60.87,53,100,21.09,overcast clouds,0.0,0.0
437,Clyde River,CA,70.47,-68.59,33.8,100,90,10.29,mist,0.0,0.0
438,San Martin,AR,-33.08,-68.47,37.4,42,40,4.7,mist,0.0,0.0
439,Kushima,JP,31.46,131.23,73.0,94,67,1.99,broken clouds,0.0,0.0
440,Ponta Do Sol,PT,32.67,-17.1,75.2,64,40,14.99,scattered clouds,0.0,0.0
441,Ortona,IT,42.35,14.4,77.0,61,0,1.12,clear sky,0.0,0.0
442,Shunyi,CN,40.12,116.65,82.0,78,100,2.24,overcast clouds,0.0,0.0
443,Rudnogorsk,RU,57.26,103.75,57.65,75,0,3.58,clear sky,0.0,0.0
444,Kawalu,ID,-7.38,108.21,71.74,86,81,1.32,broken clouds,0.0,0.0
445,Male,MV,4.17,73.51,84.2,83,75,10.29,broken clouds,0.0,0.0
446,Leningradskiy,RU,69.38,178.42,31.3,97,81,2.44,broken clouds,0.0,0.0
447,Sitka,US,57.05,-135.33,55.4,71,75,7.16,broken clouds,0.0,0.0
448,Nynashamn,SE,58.9,17.95,73.4,69,100,6.93,overcast clouds,0.0,0.0
449,Randers,DK,56.47,10.05,61.0,78,4,5.99,clear sky,0.0,0.0
450,Husavik,IS,66.04,-17.34,62.6,59,51,12.75,broken clouds,0.0,0.0
451,Zhezkazgan,KZ,47.8,67.71,64.24,72,100,6.58,overcast clouds,0.0,0.0
452,Candolim,IN,15.52,73.76,82.53,79,100,2.1,light rain,0.17,0.0
453,Treinta Y Tres,UY,-33.23,-54.38,51.57,69,44,1.92,scattered clouds,0.0,0.0
454,Krasnoarmeysk,RU,51.02,45.7,72.0,60,98,2.51,light rain,0.66,0.0
455,Mus,TR,39.0,41.75,61.54,61,4,8.39,clear sky,0.0,0.0
456,Marietta,US,33.95,-84.55,90.0,55,75,12.75,broken clouds,0.0,0.0
457,Mackenzie,CA,55.3,-123.17,64.4,52,75,8.05,broken clouds,0.0,0.0
458,Pali,IN,25.77,73.33,92.89,51,1,14.56,light rain,0.11,0.0
459,Meadow Lake,US,34.8,-106.54,93.0,11,20,12.75,few clouds,0.0,0.0
460,Maryville,US,35.76,-83.97,82.4,61,90,9.17,heavy intensity rain,4.57,0.0
461,Ternate,ID,0.8,127.4,79.45,77,85,1.83,overcast clouds,0.0,0.0
462,Awjilah,LY,29.11,21.29,79.59,47,0,14.9,clear sky,0.0,0.0
463,Adelanto,US,34.58,-117.41,86.0,18,5,17.22,clear sky,0.0,0.0
464,Half Moon Bay,US,37.46,-122.43,66.99,48,5,18.34,clear sky,0.0,0.0
465,Kargasok,RU,59.06,80.86,51.58,83,18,14.45,few clouds,0.0,0.0
466,Port-Gentil,GA,-0.72,8.78,75.2,88,75,12.75,broken clouds,0.0,0.0
467,Chipinge,ZW,-20.19,32.62,57.61,36,0,1.07,clear sky,0.0,0.0
468,Dafeng,CN,23.45,108.59,77.13,87,99,5.5,overcast clouds,0.0,0.0
469,Mehamn,NO,71.04,27.85,42.8,81,90,4.7,light intensity shower rain,0.0,0.0
470,Mragowo,PL,53.86,21.31,64.94,87,88,1.19,overcast clouds,0.0,0.0
471,Guilin,CN,25.28,110.29,78.8,94,20,6.71,few clouds,0.0,0.0
472,Cayenne,GF,4.93,-52.33,77.0,94,61,3.36,heavy intensity rain,0.0,0.0
473,Harper,LR,4.38,-7.72,76.5,82,89,10.33,overcast clouds,0.0,0.0
474,Benguela,AO,-12.58,13.41,68.13,87,12,2.68,few clouds,0.0,0.0
475,Brae,GB,60.4,-1.35,55.4,93,100,25.28,moderate rain,0.0,0.0
476,Mahon,ES,39.89,4.27,75.2,78,0,5.82,clear sky,0.0,0.0
477,Mega,ET,4.05,38.3,62.85,67,11,12.21,few clouds,0.0,0.0
478,Tynda,RU,55.17,124.72,54.68,84,94,1.52,overcast clouds,0.0,0.0
479,Camacha,PT,33.08,-16.33,71.6,78,75,14.99,broken clouds,0.0,0.0
480,Barentu,ER,15.11,37.59,82.06,46,84,6.49,broken clouds,0.0,0.0
481,Kuznechnoye,RU,61.12,29.87,55.99,70,0,5.95,clear sky,0.0,0.0
482,Big Spring,US,32.25,-101.48,95.0,23,1,18.34,clear sky,0.0,0.0
483,Bonga,ET,7.28,36.23,60.28,90,91,1.16,overcast clouds,0.0,0.0
484,Haines Junction,CA,60.75,-137.51,66.78,26,100,13.87,overcast clouds,0.0,0.0
485,Grindavik,IS,63.84,-22.43,51.8,100,75,12.75,light rain,0.0,0.0
486,Oranjemund,NA,-28.55,16.43,57.18,71,0,18.28,clear sky,0.0,0.0
487,Poum,NC,-20.23,164.02,71.15,69,94,10.38,overcast clouds,0.0,0.0
488,Port Hardy,CA,50.7,-127.42,62.6,67,20,16.11,few clouds,0.0,0.0
489,Omboue,GA,-1.57,9.26,72.7,84,0,8.66,clear sky,0.0,0.0
490,Stepnyak,KZ,52.83,70.78,54.64,89,100,16.93,overcast clouds,0.0,0.0
491,Komsomolets,KZ,53.75,62.07,49.33,71,0,14.0,clear sky,0.0,0.0
492,El Tigre,VE,8.89,-64.25,90.72,44,7,12.73,clear sky,0.0,0.0
493,Lake Forest,US,33.65,-117.69,71.01,75,65,3.0,broken clouds,0.0,0.0
494,Gawler,AU,-34.6,138.73,39.99,85,0,1.01,clear sky,0.0,0.0
495,Taoudenni,ML,22.68,-3.98,105.1,7,0,9.06,clear sky,0.0,0.0
496,Berdigestyakh,RU,62.1,126.7,65.41,70,75,3.42,broken clouds,0.0,0.0
497,Praia Da Vitoria,PT,38.73,-27.07,73.4,78,75,10.09,broken clouds,0.0,0.0
498,Waldkirchen,DE,48.73,13.6,73.0,76,97,3.0,light rain,0.41,0.0
499,Okha,RU,53.57,142.95,45.77,97,100,3.47,overcast clouds,0.0,0.0
500,Champerico,GT,14.3,-91.92,91.4,55,75,6.93,broken clouds,0.0,0.0
501,Ostersund,SE,63.18,14.64,68.0,56,60,14.99,broken clouds,0.0,0.0
502,Zhoucheng,CN,35.91,116.31,75.74,77,100,6.64,overcast clouds,0.0,0.0
503,Wajima,JP,37.4,136.9,67.41,79,84,7.9,broken clouds,0.0,0.0
504,Kendari,ID,-3.94,122.5,73.06,94,100,4.12,overcast clouds,0.0,0.0
505,San Jeronimo,PE,-11.95,-75.28,63.12,31,37,2.01,light rain,0.12,0.0
506,Kahului,US,20.89,-156.47,84.2,54,20,12.75,few clouds,0.0,0.0
507,Nemuro,JP,43.32,145.57,49.71,95,100,18.77,overcast clouds,0.0,0.0
508,Whitehorse,CA,60.72,-135.05,70.0,30,40,11.41,scattered clouds,0.0,0.0
509,Marang,MY,5.21,103.21,78.8,100,40,4.7,scattered clouds,0.0,0.0
510,Port Hueneme,US,34.15,-119.2,71.6,72,90,8.05,overcast clouds,0.0,0.0
511,Isangel,VU,-19.55,169.27,70.41,80,69,12.1,broken clouds,0.0,0.0
512,Estevan,CA,49.13,-102.98,73.4,78,75,9.17,broken clouds,0.0,0.0
513,Wanganui,NZ,-39.93,175.05,51.01,70,76,5.99,broken clouds,0.0,0.0
514,Okhotsk,RU,59.38,143.3,50.38,80,0,4.85,clear sky,0.0,0.0
515,Gorontalo,ID,0.54,123.06,73.63,89,100,2.3,light rain,0.52,0.0
516,Portland,US,45.52,-122.68,68.0,52,75,14.99,broken clouds,0.0,0.0
517,Lagoa Vermelha,BR,-28.21,-51.53,54.34,83,24,3.24,few clouds,0.0,0.0
518,Deer Lake,CA,49.17,-57.43,69.8,68,90,11.41,overcast clouds,0.0,0.0
519,Dhangadhi,NP,28.71,80.6,81.19,79,3,9.86,clear sky,0.0,0.0
520,Mitsamiouli,KM,-11.38,43.28,78.15,76,0,4.45,clear sky,0.0,0.0
521,Saint-Denis,FR,48.92,2.33,71.6,35,7,12.75,light rain,0.31,0.0
522,Sirnak,TR,37.52,42.46,70.92,30,0,5.23,clear sky,0.0,0.0
523,Mount Gambier,AU,-37.83,140.77,35.6,93,51,5.82,broken clouds,0.0,0.0
524,Kununurra,AU,-15.77,128.73,55.4,33,12,7.11,few clouds,0.0,0.0
525,Tinalmud,PH,13.59,122.88,81.14,81,100,9.44,light rain,0.2,0.0
526,Mirnyy,RU,62.54,113.96,57.2,87,71,8.95,broken clouds,0.0,0.0
527,Bonnyville,CA,54.27,-110.73,66.2,55,90,8.05,overcast clouds,0.0,0.0
528,Newport,GB,51.59,-3.0,60.01,81,63,3.0,broken clouds,0.0,0.0
529,Luderitz,NA,-26.65,15.16,60.8,67,0,16.11,clear sky,0.0,0.0
530,Inuvik,CA,68.35,-133.72,62.6,42,20,4.7,few clouds,0.0,0.0
531,Oussouye,SN,12.48,-16.55,84.2,79,75,4.7,broken clouds,0.0,0.0
532,Dawlatabad,AF,36.41,64.91,67.96,22,0,6.38,clear sky,0.0,0.0
533,Kodinsk,RU,58.69,99.18,62.69,60,100,1.34,overcast clouds,0.0,0.0
534,San Quintin,MX,30.48,-115.95,69.08,64,0,12.8,clear sky,0.0,0.0
535,Bandarbeyla,SO,9.49,50.81,80.96,72,7,27.49,clear sky,0.0,0.0
536,Bilma,NE,18.69,12.92,88.11,13,0,4.29,clear sky,0.0,0.0
537,Tabou,CI,4.42,-7.35,76.41,81,77,10.31,broken clouds,0.0,0.0
538,Wagar,SD,16.15,36.2,91.6,37,45,17.25,scattered clouds,0.0,0.0
539,Perbaungan,ID,3.57,98.96,78.8,100,20,2.24,mist,0.0,0.0
540,Palmerston,AU,-12.49,130.98,71.6,88,70,3.36,broken clouds,0.0,0.0
541,Sumbe,AO,-11.21,13.84,71.01,87,61,8.97,broken clouds,0.0,0.0
542,Pontianak,ID,-0.03,109.33,73.99,86,57,3.38,broken clouds,0.0,0.0
543,Puerto Penasco,MX,31.32,-113.53,82.99,66,0,23.0,clear sky,0.0,0.0
544,The Valley,AI,18.22,-63.06,87.8,62,40,12.75,scattered clouds,0.0,0.0
545,Taraz,KZ,42.9,71.37,57.2,50,0,6.71,clear sky,0.0,0.0
546,Henties Bay,NA,-22.12,14.28,59.0,84,0,7.9,clear sky,0.0,0.0
547,Atar,MR,20.52,-13.05,103.3,8,0,13.71,clear sky,0.0,0.0
548,Tommot,RU,58.96,126.29,62.15,66,70,0.74,broken clouds,0.0,0.0
549,Yar-Sale,RU,66.83,70.83,52.84,68,91,11.03,overcast clouds,0.0,0.0
550,Freetown,SL,8.48,-13.23,77.76,86,100,8.41,moderate rain,1.38,0.0
551,Sambava,MG,-14.27,50.17,72.48,89,29,9.62,light rain,0.12,0.0
552,Fort Nelson,CA,58.81,-122.7,64.4,63,75,11.41,broken clouds,0.0,0.0
553,Mihail Kogalniceanu,RO,44.37,28.45,72.0,53,0,9.17,clear sky,0.0,0.0
554,Vilhena,BR,-12.74,-60.15,84.34,43,27,3.04,scattered clouds,0.0,0.0
555,Naze,JP,28.37,129.48,78.8,100,20,9.17,few clouds,0.0,0.0
556,Kilindoni,TZ,-7.91,39.67,77.56,85,6,11.81,clear sky,0.0,0.0
557,Northam,GB,51.03,-4.22,57.0,83,93,14.0,light rain,0.13,0.0
558,Tocopilla,CL,-22.09,-70.2,67.1,46,100,4.63,overcast clouds,0.0,0.0
559,Motupe,PE,-6.15,-79.71,85.12,40,1,10.27,clear sky,0.0,0.0
560,Finschhafen,PG,-6.6,147.87,78.04,78,100,7.63,overcast clouds,0.0,0.0
561,Le Pradet,FR,43.11,6.02,77.0,69,0,8.05,clear sky,0.0,0.0
562,Vidyayevo,RU,69.32,32.8,48.2,76,37,2.24,scattered clouds,0.0,0.0
563,Cervo,ES,43.67,-7.41,64.0,89,67,6.31,broken clouds,0.0,0.0
564,Porto Santo,PT,33.07,-16.34,71.6,78,75,14.99,broken clouds,0.0,0.0
565,Honningsvag,NO,70.98,25.97,42.8,81,75,6.93,broken clouds,0.0,0.0
566,Fare,PF,-16.7,-151.02,76.91,73,92,21.05,overcast clouds,0.0,0.0
